words,sentiment_coeff
"pilot,",-1.4248137697197363
"),",1.2863269718819919
much-despised,-1.2311878522821413
wesley,-1.249656264595909
crusher,-1.2338946547112022
trek,-1.1535785442182935
"tolerable,",-1.4756449100559204
portrayal,-1.0691248234933213
antagonists,-1.2348725182393867
source,-1.2214317987244474
stormtroopers,-1.1183931139012748
clearing,-1.5036392776415435
tantive,1.4194599016860727
soldiers,-1.1620203488782352
sustaining,1.4490154459160087
minimal,-1.4371520541087361
casualties,1.7403382171050064
builds,-1.2653920951811841
"adversaries,",-1.876701034531546
frequently,-1.38853113079261
portrayals,-1.9593119642047137
"droids,",-1.1383423943624804
"hand,",-1.2752197712595439
spend,-1.2096537410199002
effortlessly,-1.4360246789710267
reduced,-1.2072163499216093
piles,-1.2151344557020876
neimoidians,-1.7253609659413962
"nonthreatening,",1.5005004195638285
"greedy,",-1.3435528740012888
cowards,1.8071564802888933
spin,-1.223759915787453
offs,-1.2293801163147506
"period,",-1.3356317185625826
receives,-1.5437196823708197
motivation,-1.296202619496087
snoke,-1.1853730651649805
degree,-1.2642545644111263
"decade,",-1.824206979207179
"works,",-1.2665857224756816
standout,-1.2332988856842002
obviously,-1.2224702406315273
designing,-1.405492974284708
"sets,",-1.1216052932115363
"starships,",-1.3480613458605992
extensive,-1.352136382151873
depicted,-1.5188555738705443
forgiving,-1.4122872720749837
elevates,-1.3420428590015634
climactic,-1.1982819318974467
aforementioned,-1.1732208872154264
solely,-1.3351625510534317
blessed,-2.0936392799207195
"worldbuilding,",-1.6526942300895302
successful,-1.2429594250054166
"avatar,",-1.3681493816827814
broke,-1.174662342841338
records,-1.3813942345154315
insipid,-1.4771387205136566
numerous,-1.120125304528454
showcasing,-1.3256704404508932
strengths,-2.3099933763817773
spends,-1.2345219612794889
entries,-1.320797192932576
notoriously,-1.5644283868032518
-7/10,-1.4681337803254753
logical,-1.179906648945161
reasons,-1.1142113030933842
"""cringey",2.6667775119033603
really?,-1.2409315545660935
where?,-1.4025112787403484
point?,-1.3840421342692664
ass-hurt,-1.6938601509104751
genre,-1.135608355114778
genuine,-1.1776508321318762
critiquing,-1.5374391764601723
awful?,-1.5041514720882303
shit's,-1.4810882733854118
gtfo,-1.5345819046757607
shitty,-1.0696240027247745
comments,-1.6115460507234867
musical,-1.1275595172358004
"iconic,",-1.2349112453355615
comment,-1.3443931764682593
facts,-1.555176587199349
complaints,-1.2958914714185663
underrated!,-1.657591679503283
ohhh,-2.763396691547852
sage,-1.5133369751196155
mcregar,-1.4047180791235765
trilogy's,-1.1703874417966684
16,-1.3289532588108781
period,-1.1798590405120404
creator,-1.3613774608076967
safe,-1.1139912821393552
training,-1.1486313354763722
storytelling,-1.1080112586562096
skills;,-1.5955727699071318
inferior,-1.2780137602773582
blockaded,-1.5050411324297517
"federation,",-1.2402763441704894
asked,-1.2318252525591662
negotiate,-1.3593504105162373
viceroy,-1.610931652187564
aware,-1.404155182022168
planned,-1.224135404682833
trap,-1.2952867395336736
"skills,",-1.1934001613161391
"one""",-1.182916220039133
"plotting,",-1.3431382644633063
problematic,-1.3157221706133717
"inconsistent,",-1.4241689709931182
"worthy,",-1.6294892118547664
overly,-1.0973155554164205
clichéd,-1.5466699538751905
"unnatural,",-1.4436115069499758
"notch,",-1.4773003519835979
shutout,-2.2138272142593873
managing,-1.3062686997914352
mediocrity,-1.2280469771713463
powerfully,-1.2531762724009217
polarizing,-1.4417405992225711
soylo,-1.214971940105312
ironing,-2.221703892111742
pay,-1.1063049103866374
soy,-1.091810750867929
exept,-1.6634492674246888
quote,-1.1438789488003234
robotic,-1.1886143607519741
bane,-2.2809140797820744
prequel’s,-1.7711838628933059
flakey,-1.4910705453340312
recommended,-1.2298248720497014
haters,-1.1962795811011353
toxic,-1.521729497370063
regret,-1.3405792117041953
ummm,-3.057124129806953
preach,-1.8964270183139544
versus,-1.140558518422449
dreadful,-1.2302058218186427
syrupy,-1.7750165116756922
sweet,-1.239195110283482
location,-1.2045614744350785
"created,",-1.301152758620398
disappointed!,-1.3105316949981491
unmet,-1.2641727891877224
fanboy,-1.1384159931931936
luas,-1.6660508172571813
broader,-1.3669451773242716
components,-1.284360820355451
pissed,-1.2876344389084613
stretch,-1.4561729609751621
subpar,-1.260927413838195
3d,-1.1721058187524898
filmed,-1.1321700586529864
"3d,",-1.4657464688505892
rotoscoped,-1.5388871702351175
elementary,-1.3748498808850278
"ilm,",-1.6408927125592072
unless,-1.26386993811
"expected,",-1.3442597137878831
lie,-1.6084858931758896
theatres,-1.2778216975778285
30,-1.0703030745095903
"somewhere,",-1.3970218948169824
"room,",-1.2762541037927495
"part,",-1.145604038186995
fluke,-1.635243674554231
accident,-1.4886927045024734
flies,-1.25747101877542
stations,-1.532608031801992
eh,-1.3994380910427897
sheer,-1.0925617581068146
offset,-1.5913761464696765
brilliance,-1.2549931285810936
"soundtrack,",-1.1811420538097384
pales,-1.4500569711357008
"""taxation",-1.4868351061151923
"routes"",""the",-1.2979130514760517
greedy,-1.1668422904837656
"federation""(wow",-1.4394574744939126
racing)),-1.8452514121629198
dumbest,-1.5165844935300807
"wars,anakin",-2.161402466936525
"annoying,and",-1.941671330455721
trash(besides,-1.531223368977842
(half,-1.4140198568320703
that)),-1.6122090352073435
(like,-1.0844936884419225
williams's,-1.149535820132193
ewan's,-1.1848878046173728
liam's,-1.197078114744845
"it""s",-1.804494722561359
i-the,-1.6636925793713573
"film,but",-1.6943892932850426
mistake,-1.1527766484860873
‘nuff,-2.4947631407296944
shade,-1.8884394873448909
"too,",-1.2357957075803916
"vader,",-1.109705725407816
ilm,-1.2117698923805256
boundaries,-1.2492552311823655
"properly,",-1.4608693691295505
survived,-1.3766748037734897
"retrospect,",-1.4942126971533112
"uninteresting,",-1.1989678727436743
"promising,",-1.5551542141163484
issues:,-1.7017428741996325
dialogue/writing,-1.5420065939105547
"soundtrack/score,",-1.3837520868554176
fascinated,-1.376851774809958
believable,-1.1386116127601764
immersive,-1.3411075073327903
fart,-1.8507420384008348
ani's,-1.2118028390806634
follows,-1.1748200919981764
films),-1.7282653003307171
haunts,-1.5270212704476642
loopings,-1.6090479833576368
sjw,-1.0522410779957443
villian,-1.169454765832064
soundmixing,-1.6434594741184805
"okay,",-1.1541368350027539
1/2*,-1.5347612651876668
"awakens,",-1.1657395158095638
"guys,",-1.327096440966946
providing,-1.2014959337280215
peas,-1.7502564879401081
win!,-2.179345533119759
nubian,-1.4396816739484013
ship!,-1.5209056961294325
quigon,-1.2853782979184185
force?,-1.8010510924557614
source?,-2.0745003525060928
dealing,-1.3387926769789777
menage,-1.671900021166597
ether,-1.2974512368431306
"spoiler,",-1.4381519804330394
"core,",-1.8213935168937458
choked,-1.743098646411058
alone!,-1.4301216311577503
retrospect,-1.3708563379310148
mee,1.8163228198878
teesa,1.7979649544631056
rodda,1.804027844051005
pana,1.7940954715459714
pee,1.195016568236632
choppa,1.4615425924607721
chawa!,1.3476611754866519
24,-1.6631891682690512
crafts,-1.5900426134178376
weaved,-1.8973771002802704
quick,-1.1626033285661874
"judge,",-2.1275423884173565
extinct,-1.3936073147052555
bore,-1.2015402561811974
slightest,-1.6773384464325933
plans,-1.2308742023814507
defeat,-1.1616444382845363
galaxy's,-1.1894919140212596
mistakes,-1.2547893243484813
inclusion,-1.2789898570104192
brings,-1.1410421447304135
jedi's,-1.1374096435040877
birth,-1.1181380598301365
starter,-1.4005025173651595
stage,-1.194190066919237
"whole,",-1.2654619578464443
movie!!!!,-1.2901677997913559
lile,-1.6816198920137224
"given,",-1.5562441137586227
processes,-1.8577050090314262
explaining,-1.2665953681953366
midiclorians,-3.1130006859842667
seconds,-1.122129543683816
backlash,-1.6940830514152572
villian(who,-1.3743675963644368
"soon),",-1.357064929801357
hoped,-1.3575725681532425
hop,-1.4119337017192561
band,-1.1714246255571945
wagon,-1.9017499998247147
defiently,-1.634054954616257
shined,-1.4729304057769765
jobs,-1.5573380004783257
"goes,",-1.7607057768387553
chris,-1.496405736147798
stuckmann,-1.7101021811905832
"times,really",-1.5939902003937396
whhhhy,-2.5979177138746863
"""mediclorians""",-1.5832915840671729
close,-1.1496002301248451
"advanture,",-1.5251588831257719
painfull,-1.9555426681689512
hands,-1.1213928594142935
definetely,-1.5840660723239466
favored,-1.2720822929326554
"kinds,",-1.625225798744188
luca,-1.3823094151447657
appeasing,-1.4526234307747417
blowed,-1.4884122639020168
minds,-1.232469933203096
"unfortunetly,",-1.5711615635171265
110,-1.6213288030880073
horrific,-1.1572872322463257
crime,-1.1785618394120119
wrecking,-1.8457980609900664
isolated,-1.7977268694962802
wave,-1.1942729093415707
situations,-1.2574473545453049
retrospective,-2.009628104056835
presenting,-1.3096459603024801
"things,",-1.1901453868736873
"places,",-1.2356026132217568
"situations,",-1.3622215549542713
justice,-1.1745598044097927
"everyone,",-1.3709020688184654
prequils,-2.0590970053862843
"cannon,",-1.2697333950516796
poe,-1.112146521278045
waking,-2.191887798681826
"dream,",-2.0598481094067296
(pod-race,-1.470246736243884
scene),-1.4096067315746434
clever,-1.1497455387992417
satire,-1.28259581171308
science/fiction,-1.2946383084718964
"genre,",-1.132005356655802
skillfully,-1.2836822931829475
parodying,-1.2107546879814854
"trope,",-1.2880115214021848
poking,-1.3597696890293913
staples,-1.3697638755447863
spaceballs,-1.2738669106597538
moive's,-1.3461968998229874
"diagloue,",-1.29436828114185
was:,-1.5647721930503282
seting,-2.0797461724274187
moives,-2.2514431225172706
people!,-1.9363386278590329
peel,-1.6941229650232186
sheep,-1.4060470768061355
society’s,-1.7798318132764657
"sudden,",-1.4725395799434953
i’ve,-1.2349638394913711
preaching,-1.3755829260601233
"response,",-1.340701230561488
agreeing,-1.807312171272581
task,-1.1944274570206994
"prolific,",-1.5493908499220261
"profitable,",-1.5531231753732404
franchises,-1.139379276732716
keeping,-1.2240178253777823
"quickly,",-1.2821218998160306
hesitate,-2.064457856784999
“boring”,-2.6284679889560176
reasonably,-1.2585102198910794
lengthened,1.35983623249435
"segments,",-1.3417862561232843
regarding,-1.147588984206219
"negotiations,",1.3308626160635308
"talks,",-1.5452615818781261
non-star,-1.749562481163464
"more,",-1.1149671258040494
qui-gon’s,1.3977048349252885
"padiwan,",1.2735890689861955
shall,-1.2569069301045892
scheme,-1.3656645725636603
"assassin,",-1.396537711992565
apprentice,-1.1921646420196599
"sidious,",-1.2217133802328852
arises,-1.527619550358462
"tatooine,",-1.1739978191026925
search,-1.2334542542737672
padmè,-1.2467323659066807
(natalie,-1.1850469896727347
"portman),",-1.2648845399259252
lloyd),-1.2097982704988768
"presence,",-1.1777747941936503
facing,-1.4685020331572518
"realizes,",-1.3985317676632636
green,-1.0501291685588783
maul’s,-1.4397128557930996
double-bladed,-1.380126724834451
red,-1.1895149864282586
1000,-1.3849107284685298
brief,-1.259419215058044
"clunky,",-1.3544058332570268
15-20,-2.1053754300253913
portion,-1.3670905107551798
"earlier,",-1.1813548441226602
grows,-1.1691934609693917
"awe,",-1.3780627084736168
86%,-1.1842482124401608
horrible;,-1.4368039549545328
"loved,",-1.708543784834235
palace,-1.1023271158754424
royal,-1.409263219160504
"guard,",-1.4940841932311555
air,-1.1879049322602186
"plus,",-1.2539841480042415
times!,-1.252369520092465
hoping,-1.2736306437275569
"justice,",-1.5763920387484776
underreted,-1.6288088005052872
madre,-1.5627774959310998
author,-1.8846396810756911
over-used,-1.580206770795779
"elements,",-1.3100589724787168
spoils,-1.3951246168037212
origional,-1.236610667698349
(fight,-1.2744512301660984
"music),",-1.2584613929226527
misunderstood,-1.4722412629998904
underappreciated,-1.2704261117093283
intro,-1.2104943265872148
over-abundance,-1.8413079463122783
it´s,-1.2665426609484225
brand,-1.2649835794898192
topics,-1.5926396792900526
(choreography,-1.571388710328863
wise),-1.526692678385392
produced,-1.1878682701771228
heavily,-1.1456757171783751
"lackluster,",-1.3546629431422612
unique,-1.208399967832552
urm,-1.5176550653919987
abide,-1.553486421003552
secretly,-1.6106512834081816
"lord,",-1.162516987346568
theatre,-1.1382736316947943
cheering,-1.1585145277718836
fought,-1.224497002352902
"favorites,",-1.5673732199820292
jedi?,-1.122449258332924
nails,-1.1960215224991706
adult?,-1.6394974072582196
allowed,-1.1219628779815722
entertained,-1.1720599832625833
"him),",-1.4055564442482131
admire,-1.4308765921755064
battles!,-1.2815458374006776
"alot,",-1.7225305803912696
esb,-1.1124715232556677
bash,-1.7565603993286916
ewoks,-1.049853957062806
porgs,-2.1417357119821934
explored,-1.2390798039446984
"are,",-1.3017928342378036
rate,-1.1137917375686348
luckily,-1.2954841388815936
greenlit,-1.8681803328571012
resurrection,-2.0103214979759296
criticize:,-1.3765133538241727
masters,-1.284355299984184
geisha,-1.4042981296812025
getup,-1.4466359830716427
charisma,-1.1865948701864657
preparations,-1.4589454453322148
"little,",-1.2552477919715685
0,-1.0393109299768764
"brutal,",-1.5517764425250649
exact,-1.1961626905128822
"opposite,",-1.4439553008554842
lighthearthed,-1.464000092053387
targeted,-1.209250138834297
"them,",-1.158377403213773
included,-1.2989757822623476
i-,-1.7570860670227526
succeeds,-1.2921189331694
adding,-1.1334969874731375
frontier,-2.2126750777356765
unbalanced,-1.3507037566046363
"sessions,",-1.5741702158957416
"exposition,",-1.1365491548773168
cultists,-1.7745995551571867
abduct,-1.424703577862889
enlist,-1.2554019051788543
"cult,",-1.329081800341076
glowsticks,-1.5946650173906343
mentioned,-1.3161469020149659
sentence,-1.4863438575448582
"least,",-1.1915181224220057
rings:,-1.4188274973744646
fellowship,-1.4121529955352627
"ring,",-1.3820738032909528
"afterwards,",-1.385439308291988
shameful,-1.2869849493252747
time!!,-1.3009345348368049
innovated,-1.312318193751002
"backgrounds,",-1.4363793696340543
shocking,-1.104072614405139
better!,-1.4155894231188708
weeks,-1.6095119275843746
cats,-1.4519388336255057
robots,-1.2792062369329849
insufficient,-1.783198046538792
effective,-1.1976215482085424
outshine,-1.9494342874874995
backward,-2.1318568053697233
walked,-1.2409746082034918
gungan's,-1.8554722608214629
you's,-2.0613750679433145
loose,-1.198620723058668
race?,-1.6881867419886767
cource,-1.811477371889485
"more!!!!,",-1.8064255589850906
"exiting,",-1.580520544359613
cuando,2.5275010682573433
tenia,1.8334072362034435
13,1.1185070457151154
daba,1.8182369158874572
igual,1.8783687793141175
ví,2.2945869946338577
esta,1.5381055618352273
pelicula,1.356647249279973
empecé,2.703902279611317
viciar,2.2664200327179924
gusta,1.8808117993681062
episodio,1.3912801529872951
convertido,2.196664716187312
cinta,3.026541500462433
"incomprendida,",3.610736940382285
principalmente,3.101232085157528
factores:,2.7322567913791977
frikis,2.8393048800298977
poca,3.2507459325183112
amplitud,3.427003110302484
"miras,",3.1032930950027207
critica,2.57322895992745
reticente,3.249274095223415
impostadamente,3.4340024232718696
reacia,3.230595653992824
ciencia,3.8268359898434348
ficción,3.5195049137067076
allá,3.331974281541733
estos,3.2558649710959555
prejuicios,3.545457825818083
"injustos,",3.3511979803053267
subyace,3.579695189525197
"especial,",3.642678305281095
yergue,3.4608214066376566
descomunal,3.213975966803543
todo,2.0454721382176264
demás,2.1922238208798266
mayor,3.1300518333646745
logro,2.7116922142871105
tal,2.956196271780768
sea,1.5952958059980105
confeccionar,2.696203176326341
mundo,2.5671890677288274
maravilloso,2.9827847982842193
interesante,3.140717773798156
septimo,3.0169217252049556
arte,1.8967210284367273
haya,1.7907406371810324
jamás:,2.1616189982652707
rebullente,3.9297164446020956
rebosante,3.732496761123238
magia,4.120374840490638
"creatividad,",3.526511182339325
reino,3.3047833270524816
eje,2.7725627014444556
trama,2.6663015565368138
posiblemente,1.97356040597099
realengo,2.1560559984711074
preciosista,2.5442486659221153
estilizada,2.607580135553877
estética,2.3930604947197023
"neo-renacentista,",2.4114557957190668
dado,2.280607541124005
tantas,2.4843611296359835
películas,2.012621906813871
ofrece,2.1979451188406394
majestuoso,2.6001780776057393
espectaculo,2.9549188127479455
sino,2.1734085764151745
además,3.102186847097857
pompa,2.929891041330184
fastuosa,2.407987784493086
reivindicación,2.5612497067913265
mito,2.1822620276690787
"diosa,",2.4970419180852566
